RuleName,UtcTime,ProcessGuid,ProcessId,Image,FileVersion,Description,Product,Company,OriginalFileName,CommandLine,CurrentDirectory,User,LogonGuid,LogonId,TerminalSessionId,IntegrityLevel,Hashes,ParentProcessGuid,ParentProcessId,ParentImage,ParentCommandLine
,2020-01-24 23:49:28.833,{fea811cf-8288-5e2b-0000-001001fb5400},9144,C:\Windows\System32\mmc.exe,10.0.18362.1 (WinBuild.160101.0800),Microsoft Management Console,Microsoft® Windows® Operating System,Microsoft Corporation,mmc.exe,"C:\Windows\system32\mmc.exe" "C:\Windows\system32\eventvwr.msc" /s,C:\Windows\system32\,FREEEDR\zsantoro,{fea811cf-7b8f-5e2b-0000-0020ebc30a00},0xac3eb,2,High,MD5=26F0B79F5A4797E4D06D164E650FC872,SHA256=B0AD764277FB78DE24E0EF08E439A8E5690B11D91B8F772034D94315BF7B7E45,IMPHASH=6D8477830CFE8D50B7224D91F4DD7CB9,{fea811cf-7b92-5e2b-0000-0010b78f0b00},6468,C:\Windows\explorer.exe,C:\Windows\Explorer.EXE
,2020-01-24 23:49:28.695,{fea811cf-8288-5e2b-0000-00103de85400},3676,C:\Windows\System32\consent.exe,10.0.18362.1 (WinBuild.160101.0800),Consent UI for administrative applications,Microsoft® Windows® Operating System,Microsoft Corporation,consent.exe,consent.exe 8092 426 0000023785822510,C:\Windows\system32\,NT AUTHORITY\SYSTEM,{fea811cf-7b5f-5e2b-0000-0020e7030000},0x3e7,2,System,MD5=EE2A1C85C472F89B146CC8EE598CCCBC,SHA256=19FD0010DA92B654D1CA270247061A39EA13C0A58529FD8257A97E2EF7794911,IMPHASH=522D83761201075834F05037F5307949,{fea811cf-7bf1-5e2b-0000-00104b711600},8092,C:\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe -k netsvcs -p -s Appinfo
,2020-01-24 23:49:28.571,{fea811cf-8288-5e2b-0000-001035e05400},3916,C:\Windows\System32\mmc.exe,10.0.18362.1 (WinBuild.160101.0800),Microsoft Management Console,Microsoft® Windows® Operating System,Microsoft Corporation,mmc.exe,"C:\Windows\system32\mmc.exe" "C:\Windows\system32\eventvwr.msc" /s,C:\Windows\system32\,FREEEDR\zsantoro,{fea811cf-7b8f-5e2b-0000-0020aac40a00},0xac4aa,2,Medium,MD5=26F0B79F5A4797E4D06D164E650FC872,SHA256=B0AD764277FB78DE24E0EF08E439A8E5690B11D91B8F772034D94315BF7B7E45,IMPHASH=6D8477830CFE8D50B7224D91F4DD7CB9,{fea811cf-7b92-5e2b-0000-0010b78f0b00},6468,C:\Windows\explorer.exe,C:\Windows\Explorer.EXE
,2020-01-24 23:49:24.400,{fea811cf-8284-5e2b-0000-00109f165400},6752,C:\Windows\System32\browser_broker.exe,11.00.18362.267 (WinBuild.160101.0800),Browser_Broker,Microsoft® Windows® Operating System,Microsoft Corporation,browser_broker.EXE,C:\Windows\system32\browser_broker.exe -Embedding,C:\Windows\system32\,FREEEDR\zsantoro,{fea811cf-7b8f-5e2b-0000-0020aac40a00},0xac4aa,2,Medium,MD5=917AFE3C41FE9CA883E355716353F952,SHA256=1D9585AC850B5554739877FFE2A644B5406A54AC05AA7B37E1DF8264555AB7A7,IMPHASH=50059E59C1E5ECADF501901A6542A488,{fea811cf-7b5f-5e2b-0000-001014a00000},752,C:\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe -k DcomLaunch -p
,2020-01-24 23:48:18.018,{fea811cf-8242-5e2b-0000-0010cf405300},9176,C:\Windows\System32\wbem\unsecapp.exe,10.0.18362.1 (WinBuild.160101.0800),Sink to receive asynchronous callbacks for WMI client application,Microsoft® Windows® Operating System,Microsoft Corporation,unsecapp.dll,C:\Windows\system32\wbem\unsecapp.exe -Embedding,C:\Windows\system32\,NT AUTHORITY\SYSTEM,{fea811cf-7b5f-5e2b-0000-0020e7030000},0x3e7,0,System,MD5=BCA5CED790B8E6A422F2ACA1EC0644BC,SHA256=BF2DD57424661710A5DB7EAA5574510179489BE9002C964F28F6331546D087BB,IMPHASH=87E54E3D04D772F26002D8B564B2426C,{fea811cf-7b5f-5e2b-0000-001014a00000},752,C:\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe -k DcomLaunch -p
,2020-01-24 23:48:17.923,{fea811cf-8241-5e2b-0000-0010083d5300},5844,C:\Windows\sysmon.exe,10.41,System activity monitor,Sysinternals Sysmon,Sysinternals - www.sysinternals.com,?,C:\Windows\sysmon.exe,C:\Windows\system32\,NT AUTHORITY\SYSTEM,{fea811cf-7b5f-5e2b-0000-0020e7030000},0x3e7,0,System,MD5=3CC92C9B0B56BE9BB7AC2E3C63D3F60F,SHA256=5422E288A3699E1560BF832C8DAABC65D78590B6D78C3BAA9F788DA67DEA049D,IMPHASH=30777134873A03E5D01D04EDE5BEC51E,{fea811cf-7b5e-5e2b-0000-0010c5890000},588,C:\Windows\System32\services.exe,C:\Windows\system32\services.exe
,2020-01-24 23:48:12.402,{fea811cf-823c-5e2b-0000-00101ff15200},1960,C:\Windows\sysmon.exe,10.41,System activity monitor,Sysinternals Sysmon,Sysinternals - www.sysinternals.com,?,Sysmon.exe  -u,C:\Windows\system32\,FREEEDR\zsantoro,{fea811cf-7b8f-5e2b-0000-0020ebc30a00},0xac3eb,2,High,MD5=3CC92C9B0B56BE9BB7AC2E3C63D3F60F,SHA256=5422E288A3699E1560BF832C8DAABC65D78590B6D78C3BAA9F788DA67DEA049D,{fea811cf-8125-5e2b-0000-00105b754e00},1500,C:\Windows\System32\cmd.exe,"C:\Windows\system32\cmd.exe" 
,2020-01-24 23:48:02.843,{fea811cf-8232-5e2b-0000-001068eb5200},4924,C:\Windows\sysmon.exe,10.41,System activity monitor,Sysinternals Sysmon,Sysinternals - www.sysinternals.com,?,Sysmon.exe  -accepteula -i "C:\Users\zsantoro\Documents\sysmonconfig-export.xml",C:\Windows\system32\,FREEEDR\zsantoro,{fea811cf-7b8f-5e2b-0000-0020ebc30a00},0xac3eb,2,High,MD5=3CC92C9B0B56BE9BB7AC2E3C63D3F60F,SHA256=5422E288A3699E1560BF832C8DAABC65D78590B6D78C3BAA9F788DA67DEA049D,{fea811cf-8125-5e2b-0000-00105b754e00},1500,C:\Windows\System32\cmd.exe,"C:\Windows\system32\cmd.exe" 
,2020-01-24 23:45:40.456,{fea811cf-81a4-5e2b-0000-0010359f5000},4920,C:\Windows\System32\mmc.exe,10.0.18362.1 (WinBuild.160101.0800),Microsoft Management Console,Microsoft® Windows® Operating System,Microsoft Corporation,mmc.exe,"C:\Windows\system32\mmc.exe" "C:\Windows\system32\eventvwr.msc" /s,C:\Windows\system32\,FREEEDR\zsantoro,{fea811cf-7b8f-5e2b-0000-0020ebc30a00},0xac3eb,2,High,MD5=26F0B79F5A4797E4D06D164E650FC872,SHA256=B0AD764277FB78DE24E0EF08E439A8E5690B11D91B8F772034D94315BF7B7E45,{fea811cf-7b92-5e2b-0000-0010b78f0b00},6468,C:\Windows\explorer.exe,C:\Windows\Explorer.EXE
,2020-01-24 23:45:40.329,{fea811cf-81a4-5e2b-0000-001027905000},8684,C:\Windows\System32\consent.exe,10.0.18362.1 (WinBuild.160101.0800),Consent UI for administrative applications,Microsoft® Windows® Operating System,Microsoft Corporation,consent.exe,consent.exe 8092 426 0000023785822510,C:\Windows\system32\,NT AUTHORITY\SYSTEM,{fea811cf-7b5f-5e2b-0000-0020e7030000},0x3e7,2,System,MD5=EE2A1C85C472F89B146CC8EE598CCCBC,SHA256=19FD0010DA92B654D1CA270247061A39EA13C0A58529FD8257A97E2EF7794911,{fea811cf-7bf1-5e2b-0000-00104b711600},8092,C:\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe -k netsvcs -p -s Appinfo
,2020-01-24 23:45:40.214,{fea811cf-81a4-5e2b-0000-0010fa885000},2032,C:\Windows\System32\mmc.exe,10.0.18362.1 (WinBuild.160101.0800),Microsoft Management Console,Microsoft® Windows® Operating System,Microsoft Corporation,mmc.exe,"C:\Windows\system32\mmc.exe" "C:\Windows\system32\eventvwr.msc" /s,C:\Windows\system32\,FREEEDR\zsantoro,{fea811cf-7b8f-5e2b-0000-0020aac40a00},0xac4aa,2,Medium,MD5=26F0B79F5A4797E4D06D164E650FC872,SHA256=B0AD764277FB78DE24E0EF08E439A8E5690B11D91B8F772034D94315BF7B7E45,{fea811cf-7b92-5e2b-0000-0010b78f0b00},6468,C:\Windows\explorer.exe,C:\Windows\Explorer.EXE
,2020-01-24 23:45:23.536,{fea811cf-8193-5e2b-0000-0010f2225000},9000,C:\Windows\sysmon.exe,10.41,System activity monitor,Sysinternals Sysmon,Sysinternals - www.sysinternals.com,?,Sysmon.exe  -i "C:\Users\zsantoro\Documents\sysmonconfig-export.xml",C:\Windows\system32\,FREEEDR\zsantoro,{fea811cf-7b8f-5e2b-0000-0020ebc30a00},0xac3eb,2,High,MD5=3CC92C9B0B56BE9BB7AC2E3C63D3F60F,SHA256=5422E288A3699E1560BF832C8DAABC65D78590B6D78C3BAA9F788DA67DEA049D,{fea811cf-8125-5e2b-0000-00105b754e00},1500,C:\Windows\System32\cmd.exe,"C:\Windows\system32\cmd.exe" 
,2020-01-24 23:43:35.392,{fea811cf-8127-5e2b-0000-0010b78b4e00},1280,C:\Windows\sysmon.exe,10.41,System activity monitor,Sysinternals Sysmon,Sysinternals - www.sysinternals.com,?,Sysmon.exe  -i sysmonconfig-export.xml,C:\Windows\system32\,FREEEDR\zsantoro,{fea811cf-7b8f-5e2b-0000-0020ebc30a00},0xac3eb,2,High,MD5=3CC92C9B0B56BE9BB7AC2E3C63D3F60F,SHA256=5422E288A3699E1560BF832C8DAABC65D78590B6D78C3BAA9F788DA67DEA049D,{fea811cf-8125-5e2b-0000-00105b754e00},1500,C:\Windows\System32\cmd.exe,"C:\Windows\system32\cmd.exe" 
,2020-01-24 23:43:33.043,{fea811cf-8125-5e2b-0000-00105b754e00},1500,C:\Windows\System32\cmd.exe,10.0.18362.449 (WinBuild.160101.0800),Windows Command Processor,Microsoft® Windows® Operating System,Microsoft Corporation,Cmd.Exe,"C:\Windows\system32\cmd.exe" ,C:\Windows\system32\,FREEEDR\zsantoro,{fea811cf-7b8f-5e2b-0000-0020ebc30a00},0xac3eb,2,High,MD5=D7AB69FAD18D4A643D84A271DFC0DBDF,SHA256=FF79D3C4A0B7EB191783C323AB8363EBD1FD10BE58D8BCC96B07067743CA81D5,{fea811cf-7b92-5e2b-0000-0010b78f0b00},6468,C:\Windows\explorer.exe,C:\Windows\Explorer.EXE
,2020-01-24 23:43:31.516,{fea811cf-8123-5e2b-0000-0010f61c4e00},3268,C:\Windows\System32\consent.exe,10.0.18362.1 (WinBuild.160101.0800),Consent UI for administrative applications,Microsoft® Windows® Operating System,Microsoft Corporation,consent.exe,consent.exe 8092 288 000002378585E800,C:\Windows\system32\,NT AUTHORITY\SYSTEM,{fea811cf-7b5f-5e2b-0000-0020e7030000},0x3e7,2,System,MD5=EE2A1C85C472F89B146CC8EE598CCCBC,SHA256=19FD0010DA92B654D1CA270247061A39EA13C0A58529FD8257A97E2EF7794911,{fea811cf-7bf1-5e2b-0000-00104b711600},8092,C:\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe -k netsvcs -p -s Appinfo
,2020-01-24 23:43:17.263,{fea811cf-8115-5e2b-0000-0010ec6a4d00},4168,C:\Program Files\WindowsApps\Microsoft.MicrosoftOfficeHub_18.1910.1283.0_x64__8wekyb3d8bbwe\LocalBridge.exe,18.1910.1283.0,LocalBridge,LocalBridge,,LocalBridge.exe,"C:\Program Files\WindowsApps\Microsoft.MicrosoftOfficeHub_18.1910.1283.0_x64__8wekyb3d8bbwe\LocalBridge.exe" /InvokerPRAID: Microsoft.MicrosoftOfficeHub notifications,C:\Windows\system32\,FREEEDR\zsantoro,{fea811cf-7b8f-5e2b-0000-0020aac40a00},0xac4aa,2,Medium,MD5=6CA89724D19DDB51BEF68F0ED25FE609,SHA256=7B302C043E7B0770E896C1630513FE2A38506E056E00608A9CB74A20FE10DC9F,{fea811cf-8115-5e2b-0000-0010935c4d00},4732,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe -Embedding
